0	-0.758582	-0.651578
1	0.123909	0.992294
2	0.724624	-0.689145
3	-0.880074	-0.474836
4	0.262662	0.964888
5	0.49392	-0.869508
6	0.665626	0.746286
7	-0.88099	0.473135
8	-0.251819	0.967774
9	0.929719	-0.368269
10	-0.99779	-0.0664511
11	0.271997	0.962298
12	-0.0332692	-0.999446
13	-0.289667	-0.957127
14	-0.906892	-0.421363
15	0.936422	-0.350875
16	0.692577	0.721344
17	-0.999489	0.0319534
18	-0.76332	0.646021
19	-0.548279	0.836296
20	-0.965305	-0.261124
21	0.968546	0.248836
22	-0.57331	-0.819338
23	0.876608	0.481205
24	-0.706298	-0.707914
25	0.125106	0.992143
26	-0.310109	-0.950701
27	0.920011	0.391893
28	-0.398684	-0.917088
29	-0.710308	0.703891
30	0.383422	-0.923573
31	0.332293	0.943176
